0,1,2,3
0.0,0.969311922903575,0.0,0.8998834568289569
1.0,0.9799618759657291,1.0,0.9241767482952745
2.0,0.986092912060202,2.0,0.9176213898399348
3.0,0.9838713037355655,3.0,0.9150793218624738
4.0,0.9872642558994226,4.0,0.8820854033966948
5.0,0.9864667315681955,5.0,0.8408833800633766
6.0,0.9894407633209683,6.0,0.8175793359693015
7.0,0.9884253676355145,7.0,0.8170798636821663
8.0,0.9871795833570824,8.0,0.8125655893334403
9.0,0.9868147650290393,9.0,0.8359672344124149
10.0,0.9863449996600874,10.0,0.8647868683977472
11.0,0.9888865631735901,11.0,0.8904320897945073
12.0,0.9908194427432332,12.0,0.9130194389552374
13.0,0.9884353864916272,13.0,0.8880468285063278
14.0,0.9895782631310198,14.0,0.8978579613978734
15.0,0.9908531885834962,15.0,0.8982686477121781
16.0,0.9905006730904755,16.0,0.9311623799598902
17.0,0.9908341685547225,17.0,0.943190679025934
18.0,0.9913306908998957,18.0,0.9445822682886563
19.0,0.9892819195290069,19.0,0.9432270491257456
20.0,0.9900737283999517,20.0,0.9359032407868706
21.0,0.9889216209789508,21.0,0.9371099785506652
22.0,0.9912418227549568,22.0,0.9377427302882864
23.0,0.991432655520334,23.0,0.933824876403186
24.0,0.9910878878271311,24.0,0.9304763740536479
25.0,0.9906580671017363,25.0,0.9296464433720626
26.0,0.9911197266717513,26.0,0.9126704649168652
27.0,0.9906213255519883,27.0,0.8990201451407837
28.0,0.9895886972142353,28.0,0.9004539164613911
29.0,0.9886803350521157,29.0,0.904330834236622
30.0,0.9905086328603483,30.0,0.9027697771411988
31.0,0.9908210592263589,31.0,0.9087081567887467
32.0,0.9912520067964358,32.0,0.9111857056604507
33.0,0.9914005809159905,33.0,0.916044093385879
34.0,0.9912985110826555,34.0,0.9150367579168368
35.0,0.9911876336491392,35.0,0.9234211805934978
36.0,0.9905961345225089,36.0,0.9254384490393394
37.0,0.9913157032179295,37.0,0.9279092349828593
38.0,0.9910331802855853,38.0,0.9304121239913282
39.0,0.990120143698191,39.0,0.9293951204850364
40.0,0.9911044326129282,40.0,0.9266847461010441
41.0,0.9911752389889205,41.0,0.9275666495461214
42.0,0.9912645306259581,42.0,0.9268169767460188
43.0,0.9907881092926745,43.0,0.9253939748678708
44.0,0.991033558207742,44.0,0.9249064642203607
45.0,0.9908084278105284,45.0,0.9237819137214376
46.0,0.9907425277094442,46.0,0.9244491017031484
47.0,0.9900432877330793,47.0,0.9222507027944681
48.0,0.9889432592291347,48.0,0.9232069383950479
49.0,0.9902762600869618,49.0,0.9227171988020109
50.0,0.9898765132524744,50.0,0.9231134798273853
51.0,0.9902239339306176,51.0,0.9244161327990493
52.0,0.9902374578425225,52.0,0.9236925328294193
53.0,0.9900291982640587,53.0,0.9246069274987655
54.0,0.9907630064060183,54.0,0.9263567088446417
55.0,0.9904802744874537,55.0,0.928073888974184
56.0,0.9910488483801185,56.0,0.9277002806422268
57.0,0.9903580319929672,57.0,0.9303962856379429
58.0,0.9908310462293016,58.0,0.9275005405163792
59.0,0.9904768069677858,59.0,0.9288195670718792
60.0,0.9912623582372051,60.0,0.9269650561483227
61.0,0.9912471919041136,61.0,0.9292950435532358
62.0,0.989982968532178,62.0,0.9281066270497546
63.0,0.9908267799083541,63.0,0.9283557944496146
64.0,0.9910116103368083,64.0,0.9280773408075034
65.0,0.9904905758404944,65.0,0.928613050399551
66.0,0.9903210497103474,66.0,0.9281574679814543
67.0,0.9901284922148849,67.0,0.927285865837417
68.0,0.9908714753759363,68.0,0.9268501537721731
69.0,0.9916175493030148,69.0,0.9267803350926487
70.0,0.9908064254005576,70.0,0.9267315616533928
71.0,0.9908891343556832,71.0,0.9285628213228857
72.0,0.9904627060093059,72.0,0.9261113432623244
73.0,0.9907293417865801,73.0,0.9285228488910612
74.0,0.9908023150695788,74.0,0.927501065890125
75.0,0.9903908407430689,75.0,0.9280419482434755
76.0,0.9898987397826188,76.0,0.9266890546650113
77.0,0.9904521353384717,77.0,0.9273537308860583
78.0,0.9900774251790686,78.0,0.9259740206501507
79.0,0.9905767463595553,79.0,0.9265059088023826
80.0,0.9900069431903996,80.0,0.9282252072468888
81.0,0.9901374814708299,81.0,0.9274068994121695
82.0,0.990286587922626,82.0,0.9295559824649937
83.0,0.9903673784102854,83.0,0.9356880384664786
84.0,0.9903982607636788,84.0,0.9392294150797403
85.0,0.9903874784354562,85.0,0.9382836732949403
86.0,0.9907242676041064,86.0,0.9380883336675251
87.0,0.9904683175624671,87.0,0.9393624783452523
88.0,0.9900022602878507,88.0,0.9380093493075555
89.0,0.9906844724014289,89.0,0.9389909567688551
90.0,0.9900623136869604,90.0,0.9378202566678279
91.0,0.9904235889970421,91.0,0.9390421590955889
92.0,0.9902254679224033,92.0,0.9375239266420129
93.0,0.9902926855185818,93.0,0.9391957909671396
94.0,0.9904212971692232,94.0,0.9380395026780015
95.0,0.9906099380897307,95.0,0.9392424704437373
96.0,0.9906467355586226,96.0,0.938993494417551
97.0,0.9905824430771417,97.0,0.9400160172207948
98.0,0.9894554289216739,98.0,0.9393295582296267
99.0,0.9900974914403061,99.0,0.9391205966160144
100.0,0.990346095973259,100.0,0.9392874011193183
