0,1,2,3
0.0,0.969311922903575,0.0,0.8998834568289569
1.0,0.9082184633904632,1.0,0.9046442919446458
2.0,0.8022178186445967,2.0,0.912961807114519
3.0,0.7160488674001784,3.0,0.9111006507808568
4.0,0.6809539979327547,4.0,0.9199548517548287
5.0,0.6645839955725051,5.0,0.9266474226018175
6.0,0.6573880194994512,6.0,0.9355370293555619
7.0,0.654760357862659,7.0,0.9277388197772177
8.0,0.6496516777989223,8.0,0.9395001641044876
9.0,0.6432594193134232,9.0,0.941363945828249
10.0,0.6414981869707992,10.0,0.9402866387357248
11.0,0.6422110705430469,11.0,0.9239198574701828
12.0,0.6473284999566848,12.0,0.8989603799172391
13.0,0.6458980733834805,13.0,0.9016494065374817
14.0,0.6486733546042026,14.0,0.9105933438038311
15.0,0.6545362150249511,15.0,0.9265403172358001
16.0,0.6571302683189465,16.0,0.9360549049377396
17.0,0.6589268144430376,17.0,0.9358429496797182
18.0,0.6642254419858405,18.0,0.9356276893731684
19.0,0.6666910863061142,19.0,0.9486064679901183
20.0,0.6635218367243929,20.0,0.9601701968498173
21.0,0.6698657809283753,21.0,0.9504860404642256
22.0,0.6750763821852249,22.0,0.9324835091988998
23.0,0.6784255685205245,23.0,0.924043373720774
24.0,0.6807638657708636,24.0,0.9158939682139517
25.0,0.6816167581267857,25.0,0.9165717478844206
26.0,0.6836963365763001,26.0,0.9114573097856814
27.0,0.6818640136416271,27.0,0.9101065694623194
28.0,0.6816305929921236,28.0,0.9154907873797272
29.0,0.6829152508268999,29.0,0.9199645341377601
30.0,0.6811290060238993,30.0,0.9204575030555678
31.0,0.6793534687129141,31.0,0.9262238457509023
32.0,0.680091150110783,32.0,0.9247832629319306
33.0,0.6805342438851587,33.0,0.9189925993457999
34.0,0.681347404366018,34.0,0.909792815447804
35.0,0.6814527961553607,35.0,0.9117991278885906
36.0,0.6827535551367694,36.0,0.9084855627555457
37.0,0.6838929327364693,37.0,0.9024718966207991
38.0,0.6845838096226553,38.0,0.894681621113449
39.0,0.6840815434486986,39.0,0.8961527812530395
40.0,0.6832242279352956,40.0,0.8983151723589988
41.0,0.6848503617973597,41.0,0.9022514650662762
42.0,0.6876146260407134,42.0,0.8998793078804442
43.0,0.6860985808618758,43.0,0.9026910100971517
44.0,0.6852386701621717,44.0,0.9055623240940296
45.0,0.6845555551224437,45.0,0.9090898114361597
46.0,0.6861334803441205,46.0,0.9088927587067309
47.0,0.6865595487009453,47.0,0.9082786168493429
48.0,0.6848173163207073,48.0,0.9055800212539296
49.0,0.6855888820705883,49.0,0.9073247110959558
50.0,0.6858092242613801,50.0,0.9066586114097271
51.0,0.6858518858371108,51.0,0.9045840056866102
52.0,0.6867187696067506,52.0,0.9006024681082379
53.0,0.685773433147422,53.0,0.901318207548727
54.0,0.6851635058801359,54.0,0.8996762835375445
55.0,0.6861151330759653,55.0,0.8997375261492608
56.0,0.6856972255770563,56.0,0.9016047831438906
57.0,0.6853552151593842,57.0,0.9021132434834702
58.0,0.6857166845497686,58.0,0.9011768843747388
59.0,0.6855157600793117,59.0,0.9006419069631342
60.0,0.6867039246259831,60.0,0.9008500750868066
61.0,0.686591043973913,61.0,0.9028291813626701
62.0,0.6861820538367102,62.0,0.900949002684728
63.0,0.6844846835774083,63.0,0.900897190809745
64.0,0.6839883555108596,64.0,0.9026789617140564
65.0,0.6850863234498235,65.0,0.9018870172980269
66.0,0.6862349855034557,66.0,0.9022317683140164
67.0,0.6867025987292996,67.0,0.9020479194171788
68.0,0.6855904809143912,68.0,0.9020102900821602
69.0,0.6872911962122444,69.0,0.9027904151728517
70.0,0.6861578145959705,70.0,0.9025488700126418
71.0,0.6865587278421136,71.0,0.9007531378657562
72.0,0.6855939764115578,72.0,0.9018088888870104
73.0,0.6870359876312293,73.0,0.9004375983401272
74.0,0.6865045609822418,74.0,0.9008110383393677
75.0,0.6855978235647946,75.0,0.9022313000736271
76.0,0.6858140254842391,76.0,0.9016557772769113
77.0,0.6851714599162769,77.0,0.9012743350844883
78.0,0.686181766190292,78.0,0.9033643909387166
79.0,0.6851340547671523,79.0,0.9024956180249765
80.0,0.6850444128404843,80.0,0.9014372807141281
81.0,0.6850584072977935,81.0,0.9010046422574869
82.0,0.684659446227616,82.0,0.9012620280282061
83.0,0.684459099575079,83.0,0.9023944150927814
84.0,0.6872072219729669,84.0,0.9003619194377328
85.0,0.6864782736687315,85.0,0.9027309267861668
86.0,0.6874619224730616,86.0,0.9029954982205678
87.0,0.6865945419418372,87.0,0.9038065955269613
88.0,0.6865853875793978,88.0,0.9015840213633446
89.0,0.6860648666947664,89.0,0.9026687258089796
90.0,0.6849262063995473,90.0,0.9012098067983519
91.0,0.6864588776692527,91.0,0.9001598389490723
92.0,0.6862348837081717,92.0,0.9015649591954328
93.0,0.68699679950869,93.0,0.9006676091650738
94.0,0.6859058724996668,94.0,0.9009823277727017
95.0,0.6866203255570845,95.0,0.9025132841766917
96.0,0.6866734458486352,96.0,0.9013893606481734
97.0,0.6870570997611989,97.0,0.9007034696069005
98.0,0.6863748741904947,98.0,0.9003260651250831
99.0,0.6860113175358947,99.0,0.9010571707992728
100.0,0.6865163685403008,100.0,0.9025518234638518
