0,1,2,3
0.0,0.969311922903575,0.0,0.8998834568289569
1.0,0.9753303432109475,1.0,0.9019030296352833
2.0,0.9555035118576849,2.0,0.9004928044802771
3.0,0.9409164575111805,3.0,0.8882570880158516
4.0,0.9429569807902716,4.0,0.8932075789468272
5.0,0.9380786505320371,5.0,0.8957388332332135
6.0,0.9321100454649097,6.0,0.890447498814358
7.0,0.9353507499596957,7.0,0.8837341046499725
8.0,0.9351593531302839,8.0,0.8697726951244471
9.0,0.9333861051793962,9.0,0.8730680719706193
10.0,0.9285309136761232,10.0,0.8918886616448762
11.0,0.9267407982907649,11.0,0.8988434643583983
12.0,0.9243540224237746,12.0,0.9109175773213799
13.0,0.9223879061759275,13.0,0.9259013908594297
14.0,0.9209105857427653,14.0,0.9380559182748215
15.0,0.9234911738278105,15.0,0.9580577949391741
16.0,0.9273451308669581,16.0,0.956896122849109
17.0,0.9289760704775604,17.0,0.9529455552069983
18.0,0.9254569709535155,18.0,0.9420227276522601
19.0,0.9232840448377968,19.0,0.9415192231376244
20.0,0.9272851729452802,20.0,0.9374182286150626
21.0,0.9295125001169312,21.0,0.9292317539917013
22.0,0.9309211212047306,22.0,0.9285342670936731
23.0,0.9297210566532599,23.0,0.9323991980871578
24.0,0.9285114984382735,24.0,0.9330507988314288
25.0,0.9270721689013004,25.0,0.9314771339008698
26.0,0.9299242560611094,26.0,0.9309466899681651
27.0,0.9324610631853291,27.0,0.9258416936565709
28.0,0.9292543314910383,28.0,0.9248736215930748
29.0,0.9284707307018537,29.0,0.9402685800851208
30.0,0.9283141135006253,30.0,0.9294030931622888
31.0,0.9303314344271842,31.0,0.9362471059297147
32.0,0.9295100858684657,32.0,0.9350019707048577
33.0,0.9295064547211628,33.0,0.9322011600096652
34.0,0.9280552700331168,34.0,0.9324957620825807
35.0,0.9286853339255023,35.0,0.9332528822626516
36.0,0.9286783134929633,36.0,0.9348853617952494
37.0,0.9294129854366711,37.0,0.9237245919287732
38.0,0.9282944850532878,38.0,0.9250470486352709
39.0,0.9281859973428946,39.0,0.9248884463940182
40.0,0.9289844233798049,40.0,0.9207950987855509
41.0,0.9290348373277897,41.0,0.9180900803572593
42.0,0.9283526468131034,42.0,0.917191900442051
43.0,0.9282412013364633,43.0,0.9192226321975756
44.0,0.9278441737044306,44.0,0.9184782045871879
45.0,0.9280410660030165,45.0,0.9183658821788466
46.0,0.9286619601317727,46.0,0.9164757270571248
47.0,0.927133109598947,47.0,0.9164643961079707
48.0,0.9272251462852008,48.0,0.9197760259802413
49.0,0.9267713094328662,49.0,0.9207542309525775
50.0,0.925706391952852,50.0,0.9214453268093253
51.0,0.9253528384034856,51.0,0.9216642603413717
52.0,0.9259929862464169,52.0,0.9210866063576318
53.0,0.9259780273933874,53.0,0.9235272678888915
54.0,0.9252659050629094,54.0,0.9221330268207125
55.0,0.9260684960216685,55.0,0.9223713068376868
56.0,0.923914690931754,56.0,0.9221709474361025
57.0,0.9239478759592287,57.0,0.9224921322780418
58.0,0.92413712192412,58.0,0.921250072249924
59.0,0.925407221549496,59.0,0.9219447393475351
60.0,0.9257923188675539,60.0,0.920243321979589
61.0,0.9237932531401336,61.0,0.9210363526396612
62.0,0.9257633078494676,62.0,0.9197292072163215
63.0,0.9265769974248546,63.0,0.9207489714591073
64.0,0.9258184673335832,64.0,0.9226328422719235
65.0,0.9253165348429434,65.0,0.9229936845263713
66.0,0.9257709333189897,66.0,0.9227687736398715
67.0,0.9240976500265873,67.0,0.9219723681766843
68.0,0.9262916748732509,68.0,0.9223224969883271
69.0,0.9262235623363175,69.0,0.9209607090429928
70.0,0.9238860270419894,70.0,0.9214483564066341
71.0,0.9248999713360443,71.0,0.9228350686226945
72.0,0.9258737884380175,72.0,0.9208677572453721
73.0,0.9252910703714745,73.0,0.9209914563993556
74.0,0.9263716786314267,74.0,0.9231933505811014
75.0,0.92617773578634,75.0,0.9224441325201053
76.0,0.9272825236994605,76.0,0.9235914389578219
77.0,0.9256383540312325,77.0,0.9205464181660443
78.0,0.9258261814344585,78.0,0.9224610688850862
79.0,0.9253961644296935,79.0,0.9225353834467984
80.0,0.9251283373812169,80.0,0.9221360629583663
81.0,0.9256400166317535,81.0,0.9226348188838952
82.0,0.9246718796004009,82.0,0.9210445131983251
83.0,0.9255375429894864,83.0,0.9239053934713304
84.0,0.9265638585295712,84.0,0.9205919453511504
85.0,0.9257219168025744,85.0,0.9212005020604594
86.0,0.9262140433254711,86.0,0.9223257442672748
87.0,0.9265246527748872,87.0,0.9218193827836636
88.0,0.9253985570480859,88.0,0.9218222851772098
89.0,0.9253720012319112,89.0,0.9213433797436312
90.0,0.9261074031004959,90.0,0.9219257005091437
91.0,0.9272338209786538,91.0,0.9218735097168897
92.0,0.9260480277696614,92.0,0.9221364101896069
93.0,0.9260307071218443,93.0,0.9216461654866492
94.0,0.9251300295528784,94.0,0.9215596589803876
95.0,0.9239924220439911,95.0,0.9206824204855958
96.0,0.9257069037600981,96.0,0.9212404139339405
97.0,0.9248622628373008,97.0,0.9231794797679344
98.0,0.9263091377553451,98.0,0.9230538615245568
99.0,0.9271143292090742,99.0,0.921978720004924
100.0,0.9249448315652293,100.0,0.9225346643416688
